"uniqueID","manmade_mean","manmade_sd","precious_mean","precious_sd","lives_mean","lives_sd","heavy_mean","heavy_sd","natural_mean","natural_sd","moves_mean","moves_sd","grasp_mean","grasp_sd","hold_mean","hold_sd","be.moved_mean","be.moved_sd","pleasant_mean","pleasant_sd","arousing_mean","arousing_sd","n"
"cherry","1.6154","1.3301","4.3846","1.7262","4.6923","2.1046","1.5385","1.1887","6.4615","1.1435","1.9231","1.2436","6.6923","0.6136","6.7949","0.5703","6.8462","0.3655","6.3590","0.9315","3.2564","1.3122",36
"chess_piece","6.7632","0.5897","3.5526","1.8409","1.3684","0.7505","1.5789","0.9762","2.3684","1.7151","4.0526","2.0526","6.4737","0.9223","6.6579","0.7081","6.6842","0.6619","4.8421","1.1746","3.7632","1.0764",36
"chessboard","6.7778","0.4216","4.2500","1.7464","1.5556","1.1325","2.6389","1.5147","2.0000","1.1952","2.0000","1.5306","5.9167","1.0790","6.0278","1.0278","6.1667","0.8106","5.4444","1.0541","3.5000","1.5584",36
"chest1","2.1944","1.8642","4.8611","1.5335","5.8056","1.0091","4.3056","1.5084","6.3889","0.8711","5.7778","1.4950","4.6389","1.5520","4.4444","1.4232","4.5556","1.5389","5.0556","1.1939","4.1667","1.1084",37
"chest2","6.7838","0.7124","4.8649","1.4561","1.1351","0.3466","5.8108","0.8768","3.0541","1.7472","2.6216","1.6047","4.3514","1.7032","3.2162","1.4555","3.5676","1.4442","5.2162","1.1579","3.5135","1.0960",37
"chick","1.2308","1.0121","5.6667","1.1547","6.7436","1.0187","1.2564","0.7152","6.7436","0.5946","6.8462","0.4315","5.5897","1.1173","5.7436","1.0187","6.0513","1.0247","6.1282","1.0306","2.8205","1.5538",37
"chicken_wire","6.7297","0.5602","2.1892","1.4110","1.1892","0.3971","2.6216","1.4211","1.5135","0.9894","2.0000","1.5275","4.9189","1.6224","4.8919","1.5052","4.6216","1.5873","3.3784","0.9531","4.2973","0.7403",37
"chicken1","1.8378","1.3847","4.3784","1.1143","5.5676","1.9082","2.7027","1.2663","6.1622","1.0412","5.0000","2.0138","5.5135","1.3869","5.5135","1.1931","5.8378","1.1429","5.4054","0.9563","3.9730","0.8656",37
"chicken2","1.1389","0.3507","4.9444","1.6894","6.8889","0.3187","2.6667","1.2649","6.7500","0.6036","6.6389","1.1251","3.5833","1.6966","4.1389","1.7428","4.7222","1.4660","4.8333","1.2762","4.0278","1.2302",37
"chickpea","1.7568","1.3209","3.3514","1.7829","3.6757","2.0146","1.6757","1.2922","6.4324","1.2143","1.6216","0.9235","6.6486","0.6756","6.6757","0.6689","6.7297","0.5602","5.0270","1.2130","3.8919","0.8427",37
"chihuahua","1.3684","0.7505","5.6842","1.3775","6.9211","0.2733","1.9211","0.7491","6.4474","0.6450","6.9211","0.2733","5.5526","1.2455","5.6316","0.9130","5.9737","0.9149","5.1842","1.4114","3.9211","1.5489",38
"chili","6.5135","0.6921","3.1081","1.5596","1.7027","1.0766","2.4324","1.4442","3.5135","1.7736","2.2973","1.6476","4.5946","1.7072","4.7568","1.8167","5.5405","1.2822","5.2162","1.3152","4.0270","1.0134",38
"chime","6.5714","1.0371","4.3143","1.3671","1.4000","0.7746","4.5714","1.1952","2.2571","1.5595","4.8286","1.5994","5.4286","1.3125","5.0286","1.4243","5.2286","1.3951","5.7429","0.9805","2.8857","1.2781",38
"chimney","6.6410","1.0384","3.5385","1.5534","1.2564","0.8497","6.7179","0.5104","2.3333","1.6910","1.2564","0.4983","2.3333","1.6754","1.4872","1.1441","1.1795","0.5559","4.4615","1.1887","3.4615","1.0475",35
"chin","2.4722","2.1312","3.8611","1.8693","4.8889","2.0533","2.3611","1.4765","6.6667","0.5855","5.6111","1.6262","5.9167","0.9063","5.5833","0.9673","5.2778","1.8301","4.2500","0.9964","3.9722","0.6088",35
"chinaware","6.8000","0.5639","5.9750","0.9997","1.4750","1.1091","3.8250","1.8795","2.3250","1.3660","1.9750","1.7170","5.9500","0.9858","6.0250","1.1206","6.0750","1.0225","5.5500","1.0610","3.9250","1.2483",39
"chinchilla","1.4333","1.2507","5.5333","1.6761","6.9333","0.3651","2.0667","1.0483","6.3000","1.3170","6.8667","0.3457","4.9667","1.5643","5.2000","1.5844","5.3333","1.5830","5.6333","1.2452","3.6000","1.5888",39
"chip","6.8974","0.3074","4.8718","1.5249","1.2821","0.5595","1.2564","0.4424","1.3077","0.5208","1.4103","0.7853","6.1026","1.2523","6.1795","1.2539","6.4103","0.9380","4.1795","0.7564","3.9487","0.5595",39
"chipmunk","1.2105","0.8433","5.5789","1.2221","6.8684","0.3426","1.4737","0.7965","6.7368","0.7235","6.8421","0.3695","4.7105","1.9017","4.5526","1.8701","5.1579","1.7634","5.5000","1.2892","4.1842","1.6083",39
"chips","6.6154","0.5901","3.1795","1.4118","1.6923","1.3009","1.2564","0.4983","2.9487","1.5035","1.6923","1.2387","6.4103","1.0691","6.6923","0.5208","6.7436","0.4983","5.6667","1.0596","3.7692","0.9021",36
"chisel","6.6923","0.8931","3.2821","1.6214","1.2051","0.4091","2.9744","1.5809","2.0513","1.2555","2.6410","1.6934","6.1795","1.1209","6.2821","0.9445","6.1026","1.1424","4.1795","0.5559","3.8718","0.8006",40
"chive","1.4615","1.2742","4.0256","1.6301","5.3590","1.8986","1.6410","1.1353","6.6667","0.8686","2.5385","1.7297","6.4359","0.8521","6.6667","0.6213","6.6410","0.7066","5.5128","0.7905","3.8462","1.1130",36
"chocolate","5.9444","1.4918","4.6111","1.7773","1.4722","0.8447","1.6667","0.8619","4.6944","1.9246","1.4722","0.8447","6.5833","0.6492","6.7222","0.5133","6.6389","0.5426","6.5556","0.8433","3.0278","1.8437",40
"chopsticks","6.7027","0.5199","3.7568","1.6899","1.4054","1.1657","1.2162","0.4173","3.4595","1.7094","2.7568","1.8916","6.1622","1.1429","6.1622","1.1906","6.2703","0.9617","5.0000","1.2247","3.5405","1.1924",37
"christmas_card","6.6667","0.8057","5.4615","1.1435","1.3590","0.8732","1.3077","0.6551","2.0513","1.1909","2.0256","1.5642","6.4872","0.7208","6.6923","0.5208","6.6667","0.4776","6.4359","0.7180","2.6667","1.6437",37
"christmas_tree","3.7059","2.1816","5.3529","1.3901","4.8235","1.9144","5.8235","0.8338","5.5294","1.6374","2.4412","1.7441","3.8529","1.5400","2.5294","1.2119","3.1471","1.1582","6.3235","0.8780","2.4706","1.5999",37
"chute","6.7222","0.9137","2.6667","1.5675","1.2778","0.6595","5.4444","1.1070","1.4722","0.6964","2.0556","1.2861","3.3889","1.8091","2.4722","1.5021","2.4167","1.3810","3.7222","0.8146","3.8889","0.6667",37
"cigar","6.6061","0.9663","3.0606","1.6945","1.2121","0.4151","1.3939","0.9334","3.4848","1.9059","1.4545","0.8693","6.4848","0.7550","6.7273","0.5168","6.6970","0.5294","3.5152","1.6417","3.9091","1.5281",37
"cigarette","6.5676","0.9292","1.9459","1.2681","1.4054","0.8647","1.4054","1.0398","2.2432","1.5882","1.7568","1.2997","6.4865","0.9013","6.6216","0.7583","6.5135","0.8699","2.4595","1.7888","4.4865","1.8948",38
"cigarette_butt","6.8056","0.4672","1.1667","0.6094","1.0833","0.2803","1.1667","0.3780","1.2222","0.4847","1.4722","0.8779","6.4444","1.1325","6.5278","0.8779","6.5000","1.2071","1.3889","0.8028","5.1389","1.4958",38
"cigarette_holder","6.8333","0.4472","2.2778","1.4464","1.0556","0.2323","1.5000","0.7368","1.6667","0.8944","1.7222","1.0586","6.6111","0.5989","6.6111","0.6878","6.5833","0.7700","2.7778","1.4365","4.5278","1.2532",38
"cilantro","1.2632","0.5032","4.2632","1.7349","6.1316","1.1430","1.2105","0.4132","6.6842","0.6197","2.5263","1.4470","6.3684","1.0761","6.5789","0.9192","6.3947","1.0011","5.9737","0.9996","3.2105","1.1661",38
"cinnamon","2.0513","1.7763","4.3333","1.6910","2.4103","1.7876","1.2821","0.5595","6.4615","1.1203","1.8205","1.1892","6.5385","0.8223","6.6667","0.5298","6.8205","0.3888","6.0513","1.2128","2.8974","1.7289",39
"clam","1.1622","0.4418","4.4054","1.9359","6.5135","1.3043","1.5676","0.8988","6.8108","0.3971","5.8649","1.1823","6.3514","0.9780","6.6216","0.5940","6.5946","0.5990","4.4595","1.5563","3.7297","1.0710",39
"clarinet","6.6944","0.6684","4.7500","1.1307","1.3333","0.7559","2.4722","1.5021","2.1389","1.3342","2.2500","1.6453","5.7778","1.4950","6.0278","1.0820","6.1944","1.2147","5.5833","1.0247","3.2778","1.3651",35
"clasp","6.6250","0.7048","2.9500","1.5844","1.4000","0.7779","2.1750","1.3376","1.9000","1.2362","3.3250","1.9921","6.1000","1.2153","6.3250","0.9711","6.2500","0.9268","4.2750","0.7506","3.9750","0.8002",40
"clay","3.6000","1.8818","3.5714","1.9895","1.8571","1.3963","4.2571","1.8043","5.7429","1.2210","2.2286","1.4968","5.6857","1.2549","6.0000","1.0290","5.7429","1.2448","4.7714","1.2387","3.2857","1.2964",40
"cleat","6.9167","0.2803","2.8889","1.5996","1.1944","0.4014","2.2500","1.5000","1.4167","0.6036","2.6111","1.6437","5.8056","1.1419","6.0000","1.2649","6.0556","1.2861","4.0278","0.9706","4.0278","0.6540",36
"cleaver","6.6486","0.6332","3.1351","1.2945","1.1622","0.6877","3.4054","1.5538","1.6486","1.1599","2.3784","1.6390","6.2973","0.9962","6.3243","0.8836","6.3514","0.8238","3.8378","0.9864","4.3784","0.8612",36
"clipboard","6.6944","0.6242","2.4167","1.4808","1.2778","0.6595","1.6389","0.8669","2.0833","1.1052","2.0278","1.2758","6.4167","0.7700","6.6111","0.5989","6.6944","0.5248","4.2778","0.7015","4.0000","0.3381",36
"clipper1","6.5135","1.3043","2.8378","1.5901","1.3243","0.8516","3.2973","1.5611","1.5676","0.9292","3.9189","1.8616","6.0541","0.9703","6.1081","0.7740","6.1622","0.6461","4.3243","0.9444","4.0541","0.4046",36
"clipper2","6.7368","1.0050","2.7895","1.7267","1.3158","0.7748","1.5526","1.0577","1.7368","1.3494","3.5263","1.9964","6.7105","0.5151","6.7895","0.4132","6.6842","0.6197","4.2895","0.8671","4.0526","0.4619",36
"cloak","6.7568","0.4350","2.9189","1.5344","1.2973","0.7769","2.4865","1.3043","2.0000","1.1304","3.0541","2.0268","6.1892","0.9079","6.1622","0.9864","6.3784","0.7941","4.4865","0.9316","3.7838","0.8542",36
"clock","6.5000","1.5553","4.9737","1.4423","1.4737","1.0587","5.0263","1.2409","2.2632","1.5367","5.4737","1.6397","4.9474","0.9571","4.8421","1.1277","4.7368","1.2233","4.9211","1.0751","3.7895","1.2554",36
"closet","6.8611","0.4245","3.4722","1.5944","1.4167","0.9964","5.3333","1.4928","1.7222","0.9137","1.5833","0.8409","2.7500","1.8107","2.2778","1.7986","2.1944","1.5824","4.9167","0.8742","3.5000","0.8783",37
"clothes","6.9091","0.3844","4.9091","1.3314","1.3333","0.9574","2.3939","1.2976","2.7879","1.5564","1.8182","1.2107","6.6364","0.5488","6.6667","0.5401","6.4545","1.1481","5.9394","0.9981","3.7879","1.2439",37
"clothesline","6.5143","0.7017","2.6571","1.5135","1.2571","0.4434","2.0286","1.3609","2.2857","1.6009","3.0571","2.1136","5.9714","1.3609","5.5143","1.6868","4.8857","2.0259","4.8000","0.8677","3.2857","0.8599",37
"clothespin","6.7297","0.5082","2.7297","1.5211","1.3784","0.7208","1.3243","0.8836","2.4054","1.4806","3.2162","2.0294","6.4324","0.9586","6.5676","0.8007","6.5676","0.7652","4.3784","0.7941","3.8649","0.7875",38
"cloud","1.4865","1.1696","5.1081","1.8971","2.1081","1.5052","2.2703","1.5750","6.8378","0.4418","6.5946","0.7979","1.5135","1.0703","1.4595","0.9887","2.2703","1.7424","6.1892","1.0498","2.4865","1.7579",38
"clove","1.4571","0.8521","4.1714","1.7403","4.5143","2.0916","1.1714","0.3824","6.8286","0.3824","1.7143","1.2265","6.4000","0.8812","6.6571","0.5913","6.7429","0.5606","5.2286","0.9420","3.3429","1.1617",38
"clover","1.3947","0.8865","4.5263","1.6231","6.6053","0.7181","1.2368","0.4896","6.8421","0.3695","3.4474","1.6390","6.3421","0.8471","6.5526","0.7240","6.3421","0.8471","5.6053","1.0011","2.6053","1.1517",39
"coal","3.1944","1.6873","3.9722","1.7966","1.8889","1.1409","3.5000","1.8593","5.8056","1.1166","2.0833","1.3601","5.0000","1.5856","5.0278","1.6298","5.1389","1.3764","3.7222","1.3226","4.0556","0.8600",39
"coaster","6.5833","0.8742","3.0278","1.4439","1.3611","0.6825","1.4722","0.8102","2.5278","1.4038","1.8056","1.2833","6.5000","0.8106","6.6944","0.6242","6.7222","0.7411","4.7500","0.9063","3.6111","0.8711",39
"coat","6.6757","0.6689","3.7568","1.8013","1.3514","0.9194","3.0811","1.6895","2.2703","1.4073","2.4054","1.8628","6.1892","0.9672","6.3784","0.8612","6.3514","1.0060","5.3514","1.1110","3.4595","1.2382",39
"coat_rack","6.7179","0.6468","3.3077","1.6084","1.2821","0.8870","4.5641","1.7591","2.2564","1.4090","1.8205","1.3153","5.5641","1.2095","4.7692","1.5638","5.2564","1.3902","4.8974","1.0207","3.8205","0.7208",39
"cobra","1.3429","1.0831","3.5429","1.7209","6.9143","0.3735","2.9714","1.5046","6.6571","0.8023","6.8857","0.3228","2.5143","1.6868","2.2286","1.1653","3.4857","1.9307","2.1429","1.1917","6.4000","0.8471",39
"cockatoo","1.2564","0.7152","5.7436","0.9380","6.8718","0.4091","2.2564","1.1858","6.5641","1.1652","6.8718","0.4091","3.7436","1.6013","3.7692","1.4772","4.7949","1.4360","5.7692","0.9857","3.5128","1.4667",39
"cockroach","1.1842","0.4565","1.5000","1.0067","6.8421","0.4366","1.3158","0.6197","6.2895","0.9839","6.7632","0.6339","3.9737","1.7780","3.8947","1.9001","4.8947","1.6892","1.3684","0.8517","6.2368","1.0510",39
"cocktail","6.6053","0.5945","3.5263","1.7357","1.2895","0.4596","1.5789","0.8584","2.7632","1.6674","2.3158","1.6457","6.0789","1.2386","6.5263","0.5569","6.4474","0.7240","6.1316","0.9056","3.3684","1.4781",35
"coconut","1.2162","0.8862","3.8108","1.9697","4.9189","1.9347","3.7027","1.6810","6.8649","0.4191","2.1351","1.3367","5.7838","1.3771","6.2703","0.9324","6.4324","0.7652","5.9189","0.9539","3.3243","1.1798",40
"cocoon","1.3784","1.1631","5.6486","1.3378","5.8378","1.7080","1.6757","1.2705","6.7297","0.6078","3.8378","2.1668","6.2162","1.0037","6.1351","1.0843","6.0000","1.2019","5.0000","1.4720","3.3514","1.6196",40
"coffee","5.5143","1.6156","4.3714","1.7504","1.7143","1.3189","1.7714","1.3738","5.2857","1.5825","1.9714","1.5432","4.8000","2.2466","4.8571","2.1024","5.6571","1.4541","6.3714","0.8432","3.3143","2.0547",40
"coffee_bean","2.0571","1.8302","3.9714","2.0506","3.6571","2.0572","1.6286","1.2148","6.6571","0.5913","1.8571","1.4581","6.4571","0.7005","6.6000","0.5531","6.6286","0.5470","5.8286","1.0142","3.6571","1.7647",36
"coffee_filter","6.7778","0.5404","2.9167","1.8727","1.3333","0.7928","1.1389","0.4245","2.3889","1.4595","1.7222","1.2786","6.4444","0.7346","6.6944","0.5767","6.7778","0.5404","4.9167","1.0522","3.4167","1.0247",36
"coffee_pot","6.6111","0.9344","3.8056","1.9686","1.3333","0.8944","2.4722","1.4240","1.6667","0.8944","2.4167","1.6453","6.3611","0.7232","6.3056","0.8559","6.3611","0.7617","5.5000","1.1832","3.8056","1.4307",36
"coffee_table","6.7027","0.6176","3.5135","1.4836","1.5405","1.3037","5.3514","0.9194","2.1081","1.2646","2.1622","1.5548","4.9189","1.4977","3.6216","1.5157","4.2432","1.3825","5.1351","1.0318","3.5135","1.0960",36
"coffeemaker","6.9714","0.1690","3.7714","1.9716","1.0571","0.2355","3.3429","1.4541","1.1143","0.4038","1.5143","1.0396","5.3143","1.3671","5.4000","1.2414","5.9143","1.0109","5.6286","0.9727","3.3143","1.4506",37
"coffin","6.7436","0.9925","3.7949","1.7944","1.5641","1.3138","6.2051","0.7320","2.5897","1.5512","2.0000","1.3377","3.5641","1.6826","2.5641","1.1875","2.7949","1.3014","2.1795","1.2539","4.8462","1.1130",37
"coil","6.6667","0.7928","2.8889","1.5077","1.1667","0.3780","4.2222","1.6055","1.8333","0.9710","3.3056","1.7537","5.1389","1.3342","5.0278","1.5021","5.0278","1.4038","3.9167","0.6492","3.8889","0.6667",32
"coin","6.6842","1.0162","5.4211","1.5357","1.2105","0.7036","2.0263","1.1965","1.9474","1.4322","2.2632","1.6875","6.2105","0.9907","6.6053","0.6384","6.6316","0.4889","5.4737","1.2022","3.7368","1.2879",38
"coleslaw","6.3684","0.8194","2.8947","1.6072","1.6579","0.8146","1.7632","0.9134","3.8421","1.9525","1.5263","0.9512","5.1316","1.5968","5.3158","1.6943","6.1842","1.2271","4.9474","1.5236","3.9737","1.2625",38
"collar","6.6579","0.5825","3.1053","1.5732","1.2632","0.7235","2.0263","1.0523","1.8158","1.0617","1.7105","0.9273","6.3684","1.0761","6.4737","0.6872","6.3158","0.8417","4.1053","0.8941","4.0789","0.8181",38
"column","6.7222","0.5133","3.2778","1.7006","1.2778","0.5662","6.3889","1.0764","2.2778","1.4660","1.1944","0.4014","3.3056","1.6702","2.1944","1.6530","1.2778","0.5133","4.5833","1.1557","3.8056","0.7099",38
"comb","6.7778","0.7216","2.0278","1.2758","1.1111","0.3187","1.1667","0.4472","1.3611","0.7617","1.5556","1.0809","6.7500","0.6036","6.8889","0.3187","6.8611","0.3507","4.6944","0.9508","3.7778","1.1738",38
"combination_lock","6.7895","0.5280","3.4211","1.8978","1.1053","0.3110","3.2895","1.8145","1.6316","1.3441","3.6053","2.0865","6.0263","1.1025","6.4474","0.7952","6.2105","1.0944","4.4474","1.0577","3.8947","1.1340",38
"comic_book","6.5789","1.1060","4.6842","1.3578","1.6316","1.2611","1.7105","1.3337","2.2105","1.3786","2.1053","1.6732","6.5789","0.7215","6.6316","0.6334","6.5789","0.6831","5.4474","1.1554","3.9474","1.3744",38
"compass","6.8000","0.4058","5.0857","1.7552","1.5429","1.1718","1.9429","1.1617","2.1429","1.3535","4.8286","1.9325","6.4857","0.7425","6.6000","0.6508","6.4857","0.7017","5.2000","0.9641","3.3714","1.0870",39
"compost","4.1538","1.8854","3.2564","1.6338","3.4615","2.0371","4.4359","1.5694","5.9744","0.8732","2.4615","1.4299","4.4103","1.8169","4.3590","1.8847","4.2564","1.7429","2.8205","1.1669","4.3077","0.7662",39
"computer","6.4474","1.5013","4.6316","1.4031","1.3421","0.7807","5.4474","0.9211","1.2105","0.5280","1.5000","0.8302","4.0789","1.4956","3.6842","1.4162","4.0263","1.2837","5.3684","0.9130","4.2632","1.1783",39
"computer_screen","6.7568","0.4947","3.9730","1.8026","1.4595","1.0434","3.9459","1.3529","1.6486","1.1357","2.2162","1.4745","4.8649","1.4174","4.6757","1.4348","5.2162","1.1337","5.0000","1.1055","3.9459","0.9703",40
"confetti","6.6923","0.6136","2.8974","1.5694","1.1282","0.4091","1.2308","0.5832","1.5641","1.2523","3.8718","2.0670","5.4359","1.5860","5.6410","1.5642","5.9487","1.3945","5.5128","1.1669","4.5641","1.5860",35
"contact_lens","6.5000","1.2892","5.3421","1.2793","1.6316","1.2823","1.2105","0.4741","2.0263","1.3046","2.9474","1.9305","5.3947","1.7636","5.7105","1.6425","5.7895","1.5796","4.7632","1.3241","3.6842","1.1415",36
"container","6.5833","1.4015","2.7222","1.3440","1.0556","0.2323","6.7500","1.0247","1.5000","0.9103","2.6389","1.9295","1.6111","1.1283","1.2778","0.6146","1.6389","0.9305","3.6389","0.8333","4.2222","0.4847",36
"cooker","6.7500","0.4935","3.2500","1.6132","1.2500","0.4935","3.7000","1.5055","1.5500","0.8458","1.9500","1.5517","5.2500","1.3156","5.3000","1.2026","5.6250","1.0546","5.1500","1.1220","3.4750","1.0857",36
"cookie","6.6667","0.7171","3.5556","1.6465","1.1667","0.4472","1.2778","0.5662","2.6944","1.5824","1.3333","0.7559","6.2778","1.3440","6.6389","0.5929","6.3889","1.3154","6.2500","0.8742","3.2778","1.4265",36
"cookie_cutter","6.7500","0.9373","3.4444","1.7311","1.1111","0.3187","1.4167","1.1307","1.4444","0.8765","1.5000","0.8783","6.4722","0.9706","6.6389","0.7617","6.7500","0.5000","5.4722","1.1081","3.3611","1.1748",37
"cookie_sheet","6.6053","1.1750","2.6579","1.6485","1.1316","0.3426","2.0263","1.2189","1.6842","1.2104","1.9211","1.6004","6.0526","1.0892","6.3158","0.6619","6.3421","0.7081","4.5526","1.1076","3.3158","1.0931",37
"cooler","6.8158","0.5123","3.0000","1.5067","1.3421","1.0208","4.5526","1.5369","1.5789","0.9482","2.9474","1.8737","5.1316","1.5452","4.5526","1.6057","5.0000","1.5422","4.6316","0.7136","3.8158","0.7660",37
"coop","6.7778","0.4216","3.9722","1.7318","1.3889","0.6878","6.2222","0.6808","2.0278","1.0552","1.8056","1.0642","3.0278","1.8744","1.9444","1.2176","2.0000","0.9562","4.1111","1.0631","3.9722","0.9996",37
"copier","6.7778","1.0173","3.0556","1.8039","1.1111","0.3984","6.5000","0.9411","1.3611","0.6825","2.6667","2.0284","3.2222","2.0717","2.3056","1.5084","3.2500","1.7788","4.2222","0.7216","4.0833","0.7700",37
"coral","1.1892","0.8445","6.3784","0.8929","6.5405","0.7672","4.7568","1.5349","6.8649","0.3466","4.0541","2.0943","4.1351","1.7186","3.5135","1.9382","2.4324","1.2592","6.1081","1.1251","2.7568","1.4416",37
"cord","6.6216","1.2770","2.6486","1.6196","1.1351","0.3466","1.6216","0.8612","1.3514","0.6332","2.4054","1.6743","6.5405","1.1449","6.8108","0.5184","6.7297","0.5082","4.0270","0.5521","4.0270","0.1644",38
"cordon_bleu","6.5000","0.8302","3.9474","1.6431","1.5789","1.2440","2.0789","1.3433","3.1316","2.1707","1.5000","0.9515","5.7368","1.1315","6.0263","0.9149","6.2105","0.9630","5.7632","1.2614","3.5526","1.1554",38
"cork","5.3056","2.0538","2.8611","1.5335","2.0000","1.6213","1.5556","1.4628","4.5556","2.0486","1.7500","0.9063","6.4444","1.1819","6.6944","0.6684","6.3333","1.2421","4.4722","0.8447","3.9444","0.6738",38
"corkboard","6.2105","1.2337","2.7632","1.8371","1.4474","0.8913","2.7105","1.5406","3.6579","1.8347","1.7895","1.4362","5.5789","1.1539","5.6053","1.1280","5.6316","1.0246","4.4737","0.9223","3.7632","0.6752",32
"corkscrew","6.7778","0.6375","2.3056","1.3271","1.1389","0.4245","1.3889","0.5492","1.7222","1.1113","2.4444","1.7476","6.3611","0.9305","6.5278","0.6088","6.4722","0.9098","4.3056","0.7099","4.0000","0.5855",39
"corn","1.8158","1.4305","3.9211","2.0186","4.9474","1.9857","2.0526","1.2934","6.7632","0.4896","2.3421","1.8640","6.2895","0.8023","6.4474","0.6857","6.2895","0.9839","5.4737","1.1563","3.7632","0.9982",39
"cornbread","6.3947","0.8865","4.0789","1.7458","1.5263","1.0064","1.7632","1.2614","4.2895","1.6092","1.6579","1.2793","6.3158","1.0425","6.3158","1.0425","6.5000","0.7970","6.0526","0.9571","3.1842","1.1591",39
"cornhusk","1.6486","1.0598","3.3243","1.8113","3.8378","2.2050","1.5135","0.9013","6.6216","0.5452","2.2703","1.6098","6.2432","0.8302","6.4595","0.6496","6.5135","0.7311","4.8108","1.0230","3.7838","0.8862",40
"cornmeal","4.6486","1.9035","4.0811","1.6224","2.4865","1.7420","2.2703","1.2834","5.9730","0.8656","2.0270","1.3434","4.7027","1.6136","5.0541","1.5625","5.4865","1.3462","5.0811","1.1396","3.5676","1.1190",40
"cornucopia","4.9189","1.8764","4.4865","1.6094","2.8649","1.7976","4.1622","1.6247","5.1622","1.5901","1.9730","1.4041","4.5676","1.7566","4.3243","1.6339","4.6216","1.6219","5.4865","1.0703","3.4324","1.1190",40
"corsage","6.1842","0.9545","5.2632","1.2667","3.4211","1.9401","1.5000","0.8302","4.0526","1.5587","2.0526","1.3546","6.3421","0.8471","6.5526","0.6450","6.4211","0.7581","6.1316","0.8111","3.2368","1.5843",34
"corset","6.7500","0.5542","3.2500","1.7134","1.3611","0.7232","2.0556","1.3298","1.5556","0.8087","1.8056","1.0642","5.5556","1.3616","5.8333","1.2306","5.5833","1.5924","3.7500","1.8420","4.6944","1.6357",34
"costume","6.9189","0.2767","4.0270","1.4997","1.5405","1.1924","2.4324","1.4821","1.7838","1.0836","3.0000","1.6667","6.2162","0.9757","6.2973","0.9680","6.3514","1.0060","5.1892","1.3300","4.4865","0.9609",34
"cot","6.5263","1.1563","3.2632","1.8260","1.1053","0.3110","3.4211","1.6706","1.9737","1.1965","2.5000","1.7359","5.7105","0.9839","5.0789","1.3829","5.6316","1.2611","4.9474","1.0384","3.4211","1.0813",35
"cotton_candy","6.5135","1.0960","3.1081","1.9548","1.2703","0.7691","1.1081","0.5155","2.2703","1.2167","1.9730","1.4811","6.0811","1.2775","6.2703","1.2394","6.5405","0.8365","6.4595","0.7672","3.5676","1.7085",36
"couch","6.8378","0.3737","4.0270","1.4622","1.1351","0.3466","6.3784","0.5940","1.9189","1.2333","2.0270","1.2799","3.3784","1.6890","2.2432","1.3623","2.8919","1.2863","5.7568","1.0112","2.4324","1.1436",36
"cougar","1.2564","0.9925","5.0256","1.6778","6.9231","0.2700","6.4615","0.6426","6.7692","0.4846","6.8462","0.3655","2.1538","1.6309","1.4872","1.0972","2.1026","1.4831","3.5641","1.5525","4.9744","1.5473",36
"counter","6.5946","0.5990","3.4054","1.7072","1.1622","0.3737","6.3784","0.6391","2.6486","1.3787","1.4595","0.8691","4.2432","1.8470","2.0000","1.2910","1.5135","0.8035","4.7568","1.0383","3.7568","0.5480",36
"coverall","6.6389","0.7983","2.9167","1.6102","1.1389","0.3507","2.1944","1.0370","2.1111","1.3262","2.2222","1.3117","6.0833","0.9964","6.2778","0.8146","6.5000","0.6547","4.3056","0.8218","3.8056","0.7491",37
"cow","1.2500","0.8397","5.1000","1.8508","6.8250","0.3848","6.7750","0.4229","6.5750","0.7472","6.7250","0.5986","2.6750","1.8864","1.6750","1.2066","2.4250","1.6624","5.2500","1.2558","3.7500","1.1712",37
"coyote","1.3421","1.0724","4.2105","1.8911","6.8421","0.3695","4.9737","1.2837","6.3421","1.4755","6.7895","0.4132","2.4474","1.5369","2.4211","1.4636","3.1842","1.7836","3.8158","1.4678","5.0526","1.1137",37
"crab","1.0811","0.2767","4.8378","1.3020","6.8919","0.3148","2.4324","1.4052","6.7568","0.5480","6.8378","0.3737","3.6216","1.6047","3.5135","1.6935","4.2973","1.7137","4.4595","1.2155","4.4324","1.0149",37
"cracker","6.5429","0.6108","3.0000","1.3504","1.2857","0.5725","1.4286","0.5576","3.4857","1.6693","1.5714","1.0084","6.3714","1.0025","6.5429","0.6108","6.6571","0.5392","5.4857","1.0109","3.5429","1.2682",38
"cranberry","1.6286","1.2148","4.2857","1.5257","4.4286","2.0477","1.4286","0.6547","6.6571","0.5392","2.7429","1.8043","6.6000","0.7746","6.7429","0.5606","6.7714","0.4902","5.8857","1.1825","3.0857","1.1973",38
"crane","6.7895","0.7036","3.1842","1.7836","1.1316","0.3426","6.8421","0.3695","1.5263","1.1327","5.8421","1.6689","2.2368","1.7310","1.2105","0.4741","3.2895","1.7692","3.6579","0.9939","4.3684","0.7136",38
"crank","6.6842","1.0162","3.1842","1.7836","1.1842","0.5626","3.8947","1.7052","1.8158","1.1822","5.3158","1.8025","5.8421","1.1514","5.2632","1.5885","4.8947","1.5385","3.9737","0.9722","4.1842","0.8005",38
